Order Date,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Month,Year
45014,Janet Martin,New York,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",414.0,8,124.2,Mar,2023
45014,Janet Martin,New York,Office Supplies,Binders,GBC Plastic Binding Combs,41.33,7,14.98,Mar,2023
45014,Troy Blackwell,Ohio,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",299.98,5,-167.99,Mar,2023
45014,Troy Blackwell,Ohio,Technology,Phones,Clearsounds A400,158.38,4,-36.95,Mar,2023
45015,Cathy Prescott,Connecticut,Office Supplies,Paper,Xerox 188,11.34,1,5.56,Mar,2023
45016,Carlos Soltero,Pennsylvania,Technology,Phones,LG Exalt,280.78,3,-60.84,Mar,2023
45016,Carlos Soltero,Pennsylvania,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,31.98,2,1.2,Mar,2023
45016,Erica Hackney,New York,Furniture,Chairs,"Global Value Steno Chair, Gray",328.0,6,54.67,Mar,2023
45017,Raymond Buch,New York,Office Supplies,Art,Newell 345,59.52,3,15.48,Apr,2023
45017,Raymond Buch,New York,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,9.72,Apr,2023
45017,Raymond Buch,New York,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88,6,71.25,Apr,2023
45017,Raymond Buch,New York,Office Supplies,Art,50 Colored Long Pencils,30.48,3,7.92,Apr,2023
45017,Raymond Buch,New York,Office Supplies,Art,Newell 342,9.84,3,2.85,Apr,2023
45017,Raymond Buch,New York,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12,4,9.13,Apr,2023
45017,Barry Blumstein,Arizona,Office Supplies,Fasteners,Staples,31.56,5,9.86,Apr,2023
45017,Barry Blumstein,Arizona,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.14,2,3.01,Apr,2023
45017,Don Weiss,New York,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,4,22.89,Apr,2023
45017,Thomas Boland,New York,Office Supplies,Labels,Avery 473,20.7,2,9.94,Apr,2023
45017,Thomas Boland,New York,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,3.29,Apr,2023
45017,Thomas Boland,New York,Office Supplies,Binders,Avery Hanging File Binders,14.35,3,4.66,Apr,2023
45017,Frank Preis,New York,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.49,6,292.78,Apr,2023
45017,Frank Preis,New York,Office Supplies,Supplies,Staple remover,63.84,8,18.51,Apr,2023
45017,Frank Preis,New York,Office Supplies,Binders,Avery Non-Stick Binders,3.59,1,1.12,Apr,2023
45017,Daniel Byrd,Georgia,Furniture,Furnishings,Regeneration Desk Collection,7.04,4,3.1,Apr,2023
45017,Muhammed Yedwab,Wisconsin,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,12.99,1,0.26,Apr,2023
45018,Denny Joy,Wisconsin,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,1454.9,5,378.27,Apr,2023
45019,Carlos Soltero,Pennsylvania,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",99.85,9,-83.21,Apr,2023
45019,Zuschuss Donatelli,Indiana,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",71.12,4,22.05,Apr,2023
45019,Zuschuss Donatelli,Indiana,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,259.96,4,124.78,Apr,2023
45019,Steven Roelle,Texas,Office Supplies,Paper,Xerox 1962,10.27,3,3.21,Apr,2023
45020,Maria Etezadi,Virginia,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3,6.0,Apr,2023
45020,Maria Etezadi,Virginia,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",27.81,3,13.07,Apr,2023
45020,Evan Henry,New York,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.78,2,184.0,Apr,2023
45020,Becky Castell,New York,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",82.64,2,7.44,Apr,2023
45020,Becky Castell,New York,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",31.02,2,8.07,Apr,2023
45020,Becky Castell,New York,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,3,37.79,Apr,2023
45021,Gary Mitchum,Texas,Office Supplies,Storage,Eldon Portable Mobile Manager,158.37,7,13.86,Apr,2023
45021,Justin Hirsh,Pennsylvania,Technology,Phones,Clearsounds A400,118.78,3,-27.72,Apr,2023
45021,Justin Hirsh,Pennsylvania,Office Supplies,Supplies,Premier Automatic Letter Opener,769.18,4,-163.45,Apr,2023
45022,Valerie Mitchum,Vermont,Technology,Phones,Nortel Meridian M5316 Digital phone,1294.75,5,336.64,Apr,2023
45023,Yoseph Carroll,California,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.98,3,374.99,Apr,2023
45023,Dorris liebe,New York,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",658.75,3,146.39,Apr,2023
45023,Sarah Foster,New York,Office Supplies,Art,Newell 322,3.64,2,0.98,Apr,2023
45023,Erin Smith,New Jersey,Office Supplies,Paper,Xerox 1939,37.94,2,18.21,Apr,2023
45023,Alan Shonely,Pennsylvania,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,33.53,3,2.51,Apr,2023
45023,Alan Shonely,Pennsylvania,Office Supplies,Storage,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,36.74,3,3.67,Apr,2023
45024,Jeremy Lonsdale,New York,Furniture,Bookcases,Sauder Barrister Bookcases,388.7,6,-4.86,Apr,2023
45024,Jeremy Lonsdale,New York,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,2,3.8,Apr,2023
45024,Jeremy Lonsdale,New York,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,4,6.99,Apr,2023
45024,Jeremy Lonsdale,New York,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16Â” x 11Â”",34.4,5,15.82,Apr,2023
45024,Logan Currie,California,Office Supplies,Paper,Xerox 1923,20.04,3,9.62,Apr,2023
45024,Logan Currie,California,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,2.6,Apr,2023
45024,Logan Currie,California,Office Supplies,Paper,Xerox 1931,12.96,2,6.22,Apr,2023
45024,Zuschuss Carroll,Texas,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.93,9,64.79,Apr,2023
45024,Zuschuss Carroll,Texas,Furniture,Chairs,Global Chrome Stack Chair,95.98,4,-4.11,Apr,2023
45024,Zuschuss Carroll,Texas,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.79,4,-1850.95,Apr,2023
45024,Eugene Hildebrand,Ohio,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,8.87,1,3.22,Apr,2023
45024,Eugene Hildebrand,Ohio,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.1,6,-100.92,Apr,2023
45024,Clytie Kelty,California,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",24.7,5,10.37,Apr,2023
45024,Patrick Gardner,Georgia,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,17.92,4,8.6,Apr,2023
45024,Raymond Messe,Georgia,Furniture,Bookcases,"Hon Metal Bookcases, Black",354.9,5,88.73,Apr,2023
45024,Christine Kargatis,Arkansas,Office Supplies,Fasteners,Advantus Plastic Paper Clips,30.0,6,14.4,Apr,2023
45024,Christine Kargatis,Arkansas,Office Supplies,Paper,Xerox 1993,25.92,4,12.7,Apr,2023
45024,Christine Kargatis,Arkansas,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,159.92,4,31.98,Apr,2023
45025,Edward Becker,Washington,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.35,9,12.82,Apr,2023
45025,Sean Wendt,Michigan,Technology,Phones,Nortel Meridian M5316 Digital phone,517.9,2,134.65,Apr,2023
45025,Sean Wendt,Michigan,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,5.28,2,2.43,Apr,2023
45025,Herbert Flentye,California,Furniture,Bookcases,Bush Somerset Collection Bookcase,556.67,5,6.55,Apr,2023
45026,Justin Ritter,Ohio,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.9,2,-6.53,Apr,2023
45026,Filia McAdams,California,Office Supplies,Paper,Xerox 227,12.96,2,6.22,Apr,2023
45026,Filia McAdams,California,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.2,5,8.12,Apr,2023
45026,Brian Thompson,California,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,113.76,3,44.37,Apr,2023
45026,Brian Thompson,California,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,579.51,3,81.13,Apr,2023
45026,Brian Thompson,California,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,150.66,9,6.03,Apr,2023
45026,Brian Thompson,California,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",48.03,4,15.61,Apr,2023
45026,Quincy Jones,Illinois,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",13.57,4,3.22,Apr,2023
45028,Brian Dahlen,Virginia,Furniture,Tables,KI Adjustable-Height Table,343.92,4,75.66,Apr,2023
45028,Brian Dahlen,Virginia,Office Supplies,Paper,Xerox 1945,40.99,1,20.09,Apr,2023
45028,Brian Dahlen,Virginia,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,5,28.76,Apr,2023
45028,Beth Paige,California,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638.29,7,-31.91,Apr,2023
45028,Beth Paige,California,Office Supplies,Binders,JM Magazine Binder,13.21,1,4.62,Apr,2023
45028,Jason Fortune-,California,Office Supplies,Paper,Xerox 206,19.44,3,9.33,Apr,2023
45028,Jason Fortune-,California,Furniture,Chairs,"Global Geo Office Task Chair, Gray",194.35,3,-36.44,Apr,2023
45028,Jason Fortune-,California,Office Supplies,Binders,Aluminum Screw Posts,36.62,3,13.73,Apr,2023
45028,Thomas Boland,North Carolina,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,129.55,3,-22.67,Apr,2023
45028,Thomas Boland,North Carolina,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,51.98,1,-5.2,Apr,2023
45028,Thomas Boland,North Carolina,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",10.27,3,3.47,Apr,2023
45029,Susan Pistek,California,Office Supplies,Envelopes,Poly String Tie Envelopes,6.12,3,2.88,Apr,2023
45030,Philip Brown,California,Furniture,Chairs,Bevis Steel Folding Chairs,383.8,5,38.38,Apr,2023
45030,Kean Takahito,Arizona,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.54,4,105.02,Apr,2023
45030,Kean Takahito,Arizona,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.98,4,4.3,Apr,2023
45030,Tom Boeckenhauer,Virginia,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.2,5,12.18,Apr,2023
45030,Jill Matthias,Maryland,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,25.06,2,11.78,Apr,2023
45031,Ross Baird,North Carolina,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,189.59,2,-145.35,Apr,2023
45031,Ross Baird,North Carolina,Technology,Accessories,ImationÂ Secure+ Hardware Encrypted USB 2.0Â Flash Drive; 16GB,408.74,7,76.64,Apr,2023
45031,Ross Baird,North Carolina,Technology,Accessories,ImationÂ Secure+ Hardware Encrypted USB 2.0Â Flash Drive; 16GB,291.96,5,54.74,Apr,2023
45031,Ross Baird,North Carolina,Office Supplies,Storage,Woodgrain Magazine Files by Perma,4.77,2,-0.77,Apr,2023
45031,Bill Donatelli,California,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.57,2,0.0,Apr,2023
45031,Muhammed Yedwab,Texas,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",33.49,7,5.86,Apr,2023
45031,Muhammed Yedwab,Texas,Office Supplies,Fasteners,Ideal Clamps,8.04,5,2.91,Apr,2023
45031,Julie Kriz,California,Office Supplies,Paper,Xerox 1911,143.7,3,68.98,Apr,2023
45032,Arthur Prichep,Georgia,Office Supplies,Art,Newell 341,12.84,3,3.72,Apr,2023
45032,Bill Shonely,New Jersey,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",9099.93,7,2365.98,Apr,2023
45032,Bill Shonely,New Jersey,Furniture,Furnishings,Stacking Trays by OIC,9.96,2,3.29,Apr,2023
45032,Bill Shonely,New Jersey,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,25.3,5,11.89,Apr,2023
45032,Bryan Mills,Washington,Office Supplies,Supplies,Stiletto Hand Letter Openers,28.8,3,0.86,Apr,2023
45032,Pete Kriz,Tennessee,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.17,4,8.35,Apr,2023
45032,Pete Kriz,Tennessee,Office Supplies,Paper,Standard Line Â“While You Were OutÂ” Hardbound Telephone Message Book,123.09,7,40.0,Apr,2023
45033,Ben Ferrer,North Carolina,Technology,Phones,Motorola L804,36.79,1,4.14,Apr,2023
45033,Ben Ferrer,North Carolina,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.62,8,6.29,Apr,2023
45033,Sean Wendt,Nebraska,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",29.05,5,9.01,Apr,2023
45033,Jessica Myrick,California,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",257.5,3,24.24,Apr,2023
45033,Charles Sheldon,Tennessee,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",79.12,5,13.85,Apr,2023
45034,Clay Rozendal,Illinois,Office Supplies,Storage,Safco Industrial Wire Shelving,230.38,3,-48.95,Apr,2023
45034,Clay Rozendal,Illinois,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4Â” x 11Â”",9.66,2,3.26,Apr,2023
45034,Roy FranzÃ¶sisch,Virginia,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,203.92,4,55.06,Apr,2023
45034,Roy FranzÃ¶sisch,Virginia,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",29.56,4,7.98,Apr,2023
45034,Thea Hudgings,Texas,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",344.37,4,-93.47,Apr,2023
45034,Thea Hudgings,Texas,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1554.94,3,77.75,Apr,2023
45034,Thea Hudgings,Texas,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",127.88,5,-67.14,Apr,2023
45034,Cindy Schnelling,New York,Office Supplies,Art,American Pencil,6.99,3,2.03,Apr,2023
45034,Cindy Schnelling,New York,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",6.84,1,1.85,Apr,2023
45035,Gary Mitchum,Ohio,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",205.18,2,-58.13,Apr,2023
45035,Gary Mitchum,Ohio,Office Supplies,Paper,Xerox 189,419.4,5,146.79,Apr,2023
45035,Jas O'Carroll,California,Technology,Phones,PowerGen Dual USB Car Charger,39.96,5,12.99,Apr,2023
45035,Jas O'Carroll,California,Office Supplies,Art,Newell 307,5.46,3,1.53,Apr,2023
45035,Jas O'Carroll,California,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2,5,21.23,Apr,2023
45035,Jas O'Carroll,California,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",5.84,1,1.97,Apr,2023
45035,Jas O'Carroll,California,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,10.22,Apr,2023
45035,Jas O'Carroll,California,Office Supplies,Binders,Avery Binder Labels,9.34,3,3.27,Apr,2023
45035,Kunst Miller,New York,Technology,Phones,Gear Head AU3700S Headset,25.98,2,0.78,Apr,2023
45035,Kunst Miller,New York,Office Supplies,Art,BIC Brite Liner Grip Highlighters,3.28,2,1.48,Apr,2023
45035,Kunst Miller,New York,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,459.88,4,13.8,Apr,2023
45035,Kunst Miller,New York,Office Supplies,Supplies,Acme Kleen Earth Office Shears,7.76,2,2.25,Apr,2023
45035,Kunst Miller,New York,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,71.96,2,17.99,Apr,2023
45035,Kunst Miller,New York,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,5,15.37,Apr,2023
45035,Kunst Miller,New York,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",9.28,2,3.25,Apr,2023
45037,Sibella Parks,Illinois,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.34,4,-12.79,Apr,2023
45037,Sibella Parks,Illinois,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.79,3,-126.86,Apr,2023
45037,Sibella Parks,Illinois,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.85,8,-67.27,Apr,2023
45037,Duane Noonan,Washington,Office Supplies,Binders,Round Ring Binders,8.32,5,2.81,Apr,2023
45037,Brian Thompson,Connecticut,Office Supplies,Art,Colorific Watercolor Pencils,15.48,3,4.49,Apr,2023
45037,Brian Thompson,Connecticut,Office Supplies,Paper,Xerox 209,51.84,8,24.88,Apr,2023
45038,Tanja Norvell,Arizona,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,5,7.07,Apr,2023
45038,Tanja Norvell,Arizona,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,-814.48,Apr,2023
45038,Tanja Norvell,Arizona,Office Supplies,Binders,Poly Designer Cover & Back,28.49,5,-20.89,Apr,2023
45038,Tanja Norvell,Arizona,Office Supplies,Supplies,Premier Electric Letter Opener,185.38,2,-34.76,Apr,2023
45038,Tanja Norvell,Arizona,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.27,2,5.87,Apr,2023
45038,Ed Ludwig,Missouri,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,86.62,2,8.66,Apr,2023
45038,Tonja Turnell,Illinois,Office Supplies,Storage,Pizazz Global Quick File,23.95,2,2.4,Apr,2023
45038,Paul Gonzalez,California,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,10.41,Apr,2023
45038,Michael Moore,New York,Office Supplies,Art,Barrel Sharpener,32.13,9,8.35,Apr,2023
45038,Michael Moore,New York,Office Supplies,Art,Newell 32,2.88,1,0.81,Apr,2023
45039,Grace Kelly,California,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,81.74,Apr,2023
45039,Grace Kelly,California,Technology,Accessories,Logitech Wireless Headset h800,99.99,1,35.0,Apr,2023
45039,Heather Kirkland,North Carolina,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24,5,11.33,Apr,2023
45039,Max Jones,Ohio,Office Supplies,Paper,Embossed Ink Jet Note Cards,108.34,6,37.92,Apr,2023
45039,Max Jones,Ohio,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,5,6.29,Apr,2023
45039,Max Jones,Ohio,Office Supplies,Paper,Xerox 1942,78.3,2,29.36,Apr,2023
45039,Art Ferguson,California,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.09,7,6.56,Apr,2023
45039,Art Ferguson,California,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",71.97,3,35.99,Apr,2023
45040,Cathy Armstrong,Texas,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.7,3,64.67,Apr,2023
45040,Jack Lebron,California,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,3.98,1,1.39,Apr,2023
45040,Craig Leslie,Colorado,Office Supplies,Paper,Xerox 226,15.55,3,5.44,Apr,2023
45040,Craig Leslie,Colorado,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,6,149.15,Apr,2023
45040,Craig Leslie,Colorado,Office Supplies,Binders,Wilson Jones Impact Binders,3.11,2,-2.18,Apr,2023
45041,John Lucas,Pennsylvania,Technology,Phones,AT&T 841000 Phone,82.8,2,-20.7,Apr,2023
45041,John Lucas,Pennsylvania,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.72,2,-13.82,Apr,2023
45041,John Lucas,Pennsylvania,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.9,3,-3.43,Apr,2023
45042,Dennis Bolton,New York,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.65,3,62.78,Apr,2023
45044,Nona Balk,Texas,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.58,3,41.58,Apr,2023
45044,Nona Balk,Texas,Office Supplies,Labels,Avery 493,15.71,4,5.7,Apr,2023
45044,Erica Hernandez,Colorado,Office Supplies,Paper,Xerox 1881,29.47,3,9.95,Apr,2023
45044,Bill Overfelt,California,Furniture,Chairs,"Global Stack Chair without Arms, Black",41.57,2,2.6,Apr,2023
45044,Rob Beeghly,Illinois,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",30.34,2,-31.86,Apr,2023
45046,John Lee,New York,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.71,2,2.8,Apr,2023
45046,Ben Ferrer,Texas,Furniture,Furnishings,Flat Face Poster Frame,22.61,3,-10.17,Apr,2023
45046,Ken Dana,Arizona,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,111.89,7,22.38,Apr,2023
45047,Herbert Flentye,Tennessee,Office Supplies,Labels,Avery 499,3.98,1,1.29,May,2023
45047,Herbert Flentye,Tennessee,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62,3,-142.07,May,2023
45047,Herbert Flentye,Tennessee,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.74,2,-2.01,May,2023
45047,Chris McAfee,Arkansas,Office Supplies,Paper,Xerox 1914,109.92,2,53.86,May,2023
45047,Chris McAfee,Arkansas,Office Supplies,Paper,Xerox 1994,19.44,3,9.33,May,2023
45047,Chris McAfee,Arkansas,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,2,4.35,May,2023
45048,Bryan Davis,Texas,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.35,3,5.4,May,2023
45048,Cindy Chapman,New York,Office Supplies,Storage,Super Decoflex Portable Personal File,44.94,3,12.58,May,2023
45048,Cindy Chapman,New York,Office Supplies,Binders,Poly Designer Cover & Back,45.58,3,15.95,May,2023
45048,Dan Lawera,North Carolina,Furniture,Chairs,"Global Stack Chair without Arms, Black",187.06,9,11.69,May,2023
45048,Adam Shillingsburg,Texas,Office Supplies,Storage,Akro Stacking Bins,18.94,3,-3.79,May,2023
45048,Adam Shillingsburg,Texas,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.67,3,-3.17,May,2023
45048,Adam Shillingsburg,Texas,Office Supplies,Labels,Avery 502,5.04,2,1.76,May,2023
45048,Nick Radford,Texas,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.74,4,-110.02,May,2023
45048,Edward Hooks,New York,Furniture,Furnishings,Eldon 200 Class Desk Accessories,12.56,2,4.02,May,2023
45048,Edward Hooks,New York,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,33.93,May,2023
45048,Edward Hooks,New York,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2,6.02,May,2023
45048,Edward Hooks,New York,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",214.7,5,83.73,May,2023
45049,Christy Brittain,Illinois,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2.18,1,-3.6,May,2023
45049,Christy Brittain,Illinois,Office Supplies,Art,Newell 316,27.38,7,2.74,May,2023
45049,Christy Brittain,Illinois,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,26.41,3,-71.3,May,2023
45049,Susan MacKendrick,Ohio,Technology,Accessories,ImationÂ 16GB Mini TravelDrive USB 2.0Â Flash Drive,132.52,5,34.79,May,2023
45049,Susan MacKendrick,Ohio,Office Supplies,Storage,Tennsco Industrial Shelving,195.64,5,-44.02,May,2023
45049,Susan MacKendrick,Ohio,Furniture,Furnishings,"Computer Room Manger, 14""",51.97,2,10.39,May,2023
45049,Susan MacKendrick,Ohio,Technology,Accessories,LogitechÂ VX Revolution Cordless Laser Mouse for Notebooks (Black),431.98,3,-75.6,May,2023
45049,Susan MacKendrick,Ohio,Technology,Machines,Cisco 8961 IP Phone Charcoal,224.94,3,-164.95,May,2023
45049,Susan MacKendrick,Ohio,Office Supplies,Labels,Avery 496,6.0,2,2.1,May,2023
45051,Natalie DeCherney,Kentucky,Office Supplies,Paper,Xerox 1909,79.14,3,36.4,May,2023
45051,Patrick Jones,Tennessee,Office Supplies,Paper,Xerox 1965,14.35,3,5.2,May,2023
45051,Barry Franz,California,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1,1.02,May,2023
45051,Barry Franz,California,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246.17,3,21.54,May,2023
45051,Darrin Martin,California,Office Supplies,Binders,Computer Printout Index Tabs,6.72,5,2.35,May,2023
45051,Darrin Martin,California,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.78,3,7.47,May,2023
45051,Zuschuss Donatelli,Tennessee,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",16.72,5,3.34,May,2023
45051,Amy Hunt,California,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.09,2,-1.78,May,2023
45051,Lindsay Williams,Nevada,Furniture,Tables,Global Adaptabilities Conference Tables,1685.88,6,320.32,May,2023
45051,Lindsay Williams,Nevada,Office Supplies,Binders,Avery Poly Binder Pockets,5.73,2,2.0,May,2023
45051,Rick Bensley,Florida,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",93.25,4,31.47,May,2023
45051,Rick Bensley,Florida,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,19.97,May,2023
45052,Brad Eason,Ohio,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,7.22,2,1.71,May,2023
45052,Brad Eason,Ohio,Office Supplies,Paper,Xerox 1951,49.57,2,15.49,May,2023
45052,Brad Eason,Ohio,Furniture,Furnishings,DAX Solid Wood Frames,54.71,7,11.63,May,2023
